"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location",":@computed_region_efsh_h5xi",":@computed_region_f5dn_yrer",":@computed_region_yeji_bk3q",":@computed_region_92fq_4b7q",":@computed_region_sbqj_enih",":@computed_region_7mpf_4k6g"
"60612636","2024-03-17T15:37:26.000","2024-03-17T19:17:08.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11357","145-28 19 AVENUE","19 AVENUE","PARSONS BOULEVARD","147 STREET","PARSONS BOULEVARD","147 STREET","ADDRESS","WHITESTONE","19 AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T19:17:13.000","07 QUEENS","4046300018","QUEENS","1033766","224432","PHONE","Unspecified","QUEENS","Truck",,,,,,,"40.7825515128956","-73.8212013990206","
,  
(40.7825515128956, -73.8212013990206)","14192","22","3","20","67","67"
"60606725","2024-03-17T15:37:28.000","2024-03-17T18:34:46.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11433","164-20 107 AVENUE","107 AVENUE","164 STREET","164 PLACE","164 STREET","164 PLACE","ADDRESS","JAMAICA","107 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T18:34:49.000","12 QUEENS","4101670035","QUEENS","1042139","193876","MOBILE","Unspecified","QUEENS",,,,,,,,"40.698632261456815","-73.79123018493695","
,  
(40.698632261456815, -73.79123018493695)","24668","41","3","6","61","61"
"60609176","2024-03-17T15:37:54.000","2024-03-19T14:16:45.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11236","1166 EAST   92 STREET","EAST   92 STREET","CONKLIN AVENUE","FLATLANDS AVENUE","CONKLIN AVENUE","FLATLANDS AVENUE","ADDRESS","BROOKLYN","EAST   92 STREET",,"Closed",,"The Department of Sanitation removed the items.","2024-03-18T13:25:44.000","18 BROOKLYN","3081790001","BROOKLYN","1010687","172894","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.641191250370305","-73.90474023936407","
,  
(40.641191250370305, -73.90474023936407)","13827","5","2","8","42","42"
"60610220","2024-03-17T15:38:00.000","2024-03-21T17:00:00.000","DEP","Department of Environmental Protection","Air Quality","Air: Odor/Fumes, Vehicle Idling (AD3)",,"10467","3525 HULL AVENUE","HULL AVENUE","E GUN HILL RD","E 211 ST",,,"ADDRESS","BRONX",,"N/A","Closed",,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).","2024-03-21T17:00:00.000","07 BRONX","2033560099","BRONX","1019270","259645","ONLINE","Unspecified","BRONX",,,,,,,,"40.87927030661255","-73.87336146954522","
,  
(40.87927030661255, -73.87336146954522)","11605","24","5","40","34","34"
"60611206","2024-03-17T15:38:04.000","2024-03-17T16:23:22.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11377","48-46 64 STREET","64 STREET","48 AVENUE","50 AVENUE","48 AVENUE","50 AVENUE","ADDRESS","WOODSIDE","64 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T16:23:26.000","02 QUEENS","4023370001","QUEENS","1011456","208016","PHONE","Unspecified","QUEENS",,,,,,,,"40.73759066238476","-73.90182749122849","
,  
(40.73759066238476, -73.90182749122849)","14787","53","3","34","66","66"
"60608669","2024-03-17T15:38:06.000","2024-03-17T17:10:21.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","10455","457 SOUTHERN BOULEVARD","SOUTHERN BOULEVARD","TINTON AVENUE","EAST  147 STREET","TINTON AVENUE","EAST  147 STREET","ADDRESS","BRONX","SOUTHERN BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T17:10:23.000","01 BRONX","2025820001","BRONX","1010043","234513","MOBILE","Unspecified","BRONX",,,,,,,,"40.810322173010164","-73.906824577248","
,  
(40.810322173010164, -73.906824577248)","10933","49","5","35","23","23"
"60606448","2024-03-17T15:38:13.000","2024-03-18T04:58:34.000","NYPD","New York City Police Department","Illegal Parking","Paper License Plates","Street/Sidewalk","11411","117-48 230 STREET","230 STREET","LINDEN BOULEVARD","118 AVENUE","LINDEN BOULEVARD","118 AVENUE","ADDRESS","CAMBRIA HEIGHTS","230 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-18T04:58:40.000","13 QUEENS","4127460083","QUEENS","1058619","191385","MOBILE","Unspecified","QUEENS",,,,,,,,"40.69167192610774","-73.73182485158621","
,  
(40.69167192610774, -73.73182485158621)","15311","63","3","6","63","63"
"60608582","2024-03-17T15:38:42.000","2024-03-17T17:01:55.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11435","109-27 LIVERPOOL STREET","LIVERPOOL STREET","FERNDALE AVENUE","GLASSBORO AVENUE","FERNDALE AVENUE","GLASSBORO AVENUE","ADDRESS","JAMAICA","LIVERPOOL STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T17:01:58.000","12 QUEENS","4119490300","QUEENS","1039897","190666","PHONE","Unspecified","QUEENS",,,,,,,,"40.68983596041345","-73.7993421813165","
,  
(40.68983596041345, -73.7993421813165)","24670","41","3","46","61","61"
"60611019","2024-03-17T15:38:44.000","2024-03-17T16:31:42.000","NYPD","New York City Police Department","Encampment","N/A","Residential Building/House","10001","305 7 AVENUE","7 AVENUE","WEST   27 STREET","WEST   28 STREET","WEST   27 STREET","WEST   28 STREET","ADDRESS","NEW YORK","7 AVENUE",,"Closed",,"The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.","2024-03-17T16:31:46.000","05 MANHATTAN","1008037502","MANHATTAN","986008","211362","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.746816267937895","-73.99365540195873","
,  
(40.746816267937895, -73.99365540195873)","11722","11","4","10","7","7"
"60608276","2024-03-17T15:38:44.000","2024-03-19T07:06:04.000","DHS","Department of Homeless Services","Encampment","N/A","Residential Building/House","10001","305 7 AVENUE","7 AVENUE","WEST   27 STREET","WEST   28 STREET","WEST   27 STREET","WEST   28 STREET","ADDRESS","NEW YORK","7 AVENUE",,"Closed",,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.","2024-03-19T07:06:06.000","05 MANHATTAN","1008037502","MANHATTAN","986008","211362","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.746816267937895","-73.99365540195873","
,  
(40.746816267937895, -73.99365540195873)","11722","11","4","10","7","7"
"60611262","2024-03-17T15:39:05.000","2024-03-17T20:55:03.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11373","87-02 WHITNEY AVENUE","WHITNEY AVENUE","43 AVENUE","JUDGE STREET","43 AVENUE","JUDGE STREET","ADDRESS","ELMHURST","WHITNEY AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T20:55:06.000","04 QUEENS","4015720001","QUEENS","1018023","209822","ONLINE","Unspecified","QUEENS",,,,,,,,"40.742525040008054","-73.8781215146148","
,  
(40.742525040008054, -73.8781215146148)","14784","66","3","5","68","68"
"60608782","2024-03-17T15:39:08.000","2024-03-17T15:50:12.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10024","43 WEST   86 STREET","WEST   86 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","CENTRAL PARK WEST","COLUMBUS AVENUE","ADDRESS","NEW YORK","WEST   86 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T15:50:15.000","07 MANHATTAN","1012000010","MANHATTAN","992290","225635","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.78598847468106","-73.97096667770093","
,  
(40.78598847468106, -73.97096667770093)","12421","20","4","19","15","15"
"60611416","2024-03-17T15:39:09.000","2024-03-17T16:17:40.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10009","280 EAST    2 STREET","EAST    2 STREET","AVENUE C","BEND","AVENUE C","BEND","ADDRESS","NEW YORK","EAST    2 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T16:17:46.000","03 MANHATTAN","1003720060","MANHATTAN","989714","201842","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.7206846977184","-73.9802882301514","
,  
(40.7206846977184, -73.9802882301514)","11729","70","4","50","5","5"
"60606207","2024-03-17T15:39:09.000","2024-04-15T00:00:00.000","DOB","Department of Buildings","Elevator","Elevator - Single Device On Property/No Alternate Service",,"10452","1055 JEROME AVENUE","JEROME AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","2024-04-15T00:00:00.000","04 BRONX","2025040105","BRONX","1004946","242754","UNKNOWN","Unspecified","BRONX",,,,,,,,"40.83295479050044","-73.92521170912806","
,  
(40.83295479050044, -73.92521170912806)","10930","50","5","35","27","27"
"60610824","2024-03-17T15:39:14.000","2024-03-21T13:50:02.000","HPD","Department of Housing Preservation and Development","WATER LEAK","HEAVY FLOW","RESIDENTIAL BUILDING","11225","552 FLATBUSH AVENUE","FLATBUSH AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.","2024-03-21T00:00:00.000","09 BROOKLYN","3050260070","BROOKLYN","995169","179927","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.66052802964517","-73.96064445035374","
,  
(40.66052802964517, -73.96064445035374)","13509","17","2","11","44","44"
"60610753","2024-03-17T15:39:14.000","2024-03-21T13:50:01.000","HPD","Department of Housing Preservation and Development","FLOORING/STAIRS","FLOOR","RESIDENTIAL BUILDING","11225","552 FLATBUSH AVENUE","FLATBUSH AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.","2024-03-21T00:00:00.000","09 BROOKLYN","3050260070","BROOKLYN","995169","179927","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.66052802964517","-73.96064445035374","
,  
(40.66052802964517, -73.96064445035374)","13509","17","2","11","44","44"
"60609565","2024-03-17T15:39:16.000","2024-03-17T15:52:38.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","10002","157 LUDLOW STREET","LUDLOW STREET","RIVINGTON STREET","STANTON STREET","RIVINGTON STREET","STANTON STREET","ADDRESS","NEW YORK","LUDLOW STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T15:52:44.000","03 MANHATTAN","1004117502","MANHATTAN","987604","201957","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.72100139658003","-73.9879001482633","
,  
(40.72100139658003, -73.9879001482633)","11723","70","4","32","4","4"
"60609161","2024-03-17T15:40:33.000","2024-03-18T12:43:44.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10012","168 MERCER STREET","MERCER STREET","PRINCE STREET","WEST HOUSTON STREET","PRINCE STREET","WEST HOUSTON STREET","ADDRESS","NEW YORK","MERCER STREET",,"Closed",,"The Department of Sanitation cleaned the location.","2024-03-18T12:43:47.000","02 MANHATTAN","1005120014","MANHATTAN","984824","203557","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.72539362646201","-73.99792910774441","
,  
(40.72539362646201, -73.99792910774441)","12075","57","4","32","1","1"
"60609165","2024-03-17T15:40:54.000","2024-03-18T06:44:09.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11219","1223 61 STREET","61 STREET","12 AVENUE","13 AVENUE","12 AVENUE","13 AVENUE","ADDRESS","BROOKLYN","61 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","2024-03-18T06:44:12.000","12 BROOKLYN","3057180063","BROOKLYN","984065","168509","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.62919481144112","-74.00066648577656","
,  
(40.62919481144112, -74.00066648577656)","17621","2","2","18","39","39"
"60611051","2024-03-17T15:40:54.000","2024-03-19T13:02:24.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11205","CLERMONT AVENUE","CLERMONT AVENUE","CLERMONT AVENUE","WILLOUGHBY AVENUE","CLERMONT AVENUE","WILLOUGHBY AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","2024-03-18T10:05:51.000","02 BROOKLYN",,"BROOKLYN","992417","191247","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.69160184106566","-73.97054981571705","
,  
(40.69160184106566, -73.97054981571705)","17212","68","2","48","55","55"
"60605602","2024-03-17T15:41:00.000","2024-03-24T14:45:00.000","DEP","Department of Environmental Protection","Noise","Noise, Ice Cream Truck (NR4)",,"10012","40 WASHINGTON SQUARE SOUTH","WASHINGTON SQUARE SOUTH","MAC DOUGAL ST","SULLIVAN ST",,,"ADDRESS","NEW YORK",,"N/A","Closed",,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).","2024-03-24T14:45:00.000","02 MANHATTAN","1005410001","MANHATTAN","984390","205592","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.73097922258156","-73.99949486198989","
,  
(40.73097922258156, -73.99949486198989)","12075","57","4","32","3","3"
"60611826","2024-03-17T15:41:17.000","2024-03-25T15:28:24.000","DOT","Department of Transportation","Curb Condition","Broken Curb","Sidewalk","11220","6300 8 AVENUE","8 AVENUE","63 STREET","64 STREET","63 STREET","64 STREET","ADDRESS","BROOKLYN","8 AVENUE",,"Closed",,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.","2024-03-25T15:28:28.000","10 BROOKLYN","3057940100","BROOKLYN","981079","170156","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6337149124609","-74.01142470027688","
,  
(40.6337149124609, -74.01142470027688)","18180","10","2","7","41","41"
"60608971","2024-03-17T15:41:37.000","2024-03-17T16:13:13.000","NYPD","New York City Police Department","Drug Activity","Use Outside","Street/Sidewalk","10011","104 WEST   21 STREET","WEST   21 STREET","AVENUE OF THE AMERICAS","7 AVENUE","AVENUE OF THE AMERICAS","7 AVENUE","ADDRESS","NEW YORK","WEST   21 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T16:13:17.000","04 MANHATTAN","1007960047","MANHATTAN","985844","209545","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74182908846036","-73.99424770633857","
,  
(40.74182908846036, -73.99424770633857)","12074","12","4","10","7","7"
"60608009","2024-03-17T15:42:03.000","2024-03-17T15:59:38.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10012","40 WASHINGTON SQUARE SOUTH","WASHINGTON SQUARE SOUTH","MAC DOUGAL STREET","SULLIVAN STREET","MAC DOUGAL STREET","SULLIVAN STREET","ADDRESS","NEW YORK","WASHINGTON SQUARE SOUTH",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T15:59:41.000","02 MANHATTAN","1005410001","MANHATTAN","984390","205592","ONLINE","Unspecified","MANHATTAN","Truck",,,,,,,"40.73097922258156","-73.99949486198989","
,  
(40.73097922258156, -73.99949486198989)","12075","57","4","32","3","3"
